ID,WORD,LANG,DE,DE_LEN,DE_SILBEN,TR,TR_LEN,TR_SILBEN,KURZ_LEN,KURZ_SILBEN
14670,vardi,TR,es gab,6,1,vardi,5,2,TR,DE
14676,weihnachtendan,MIXED,weihnachtendan,14,4,Noel günü,9,2,TR,TR
14678,siddetle,TR,stark,5,1,siddetle,8,3,DE,DE
14680,o,TR,Er,2,1,o,1,1,TR,TR/DE
14679,gerçekleştirilen,TR,durchgeführt,12,3,gerçekleştirilen,16,6,DE,DE
14679,#Berlin,DE,#Berlin,7,2,#Berlin,7,2,TR/DE,TR/DE
14679,Akyol,TR,Akyol,5,2,Akyol,5,2,TR/DE,TR/DE
14682,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
14666,tayyib,TR,tayyib,6,1,tayyib,6,2,TR/DE,DE
14681,Internat,DE,Internat,8,3,yatılı okul,11,4,DE,DE
14678,Museum'u,MIXED,Museum'u,8,2,Müze'u,6,2,TR,TR/DE
14683,Stralsund,DE,Stralsund,9,2,Stralsund,9,2,TR/DE,TR/DE
14677,scheiß€,DE,scheiß€,7,1,bok€,4,1,TR,TR/DE
14684,artikel,DE,artikel,7,3,madde,5,2,TR,TR
14685,nin,TR,von,3,1,nin,3,1,TR/DE,TR/DE
14686,da,TR,In,2,1,da,2,1,TR/DE,TR/DE
14681,açılışını,TR,Amtseinführung,14,4,açılışını,9,5,TR,DE
14675,şefff,TR,chefff,6,1,şefff,5,1,TR,TR/DE
14685,anfrage,DE,anfrage,7,3,sorgu,5,2,TR,TR
14686,kompass,DE,kompass,7,2,pusula,6,3,TR,DE
14687,obdachlos,DE,obdachlos,9,3,evsiz,5,2,TR,TR
14679,Oper'de,MIXED,Betrieben,9,3,Çalıştırıldı,12,5,DE,DE
14690,scheiße,DE,scheiße,7,2,bok,3,1,TR,TR
14688,negativ,DE,negativ,7,3,negatif,7,3,TR/DE,TR/DE
14691,yaparken,TR,dabei,5,2,yaparken,8,3,DE,DE
14691,lesen,DE,lesen,5,2,Okumak,6,3,DE,DE
14683,konuşmada,TR,im Gespräch,11,2,konuşmada,9,4,TR,DE
14691,oldum,TR,Ich wurde,9,2,oldum,5,2,TR,TR/DE
14681,Kinderfest'in,MIXED,Kinderfest'in,13,3,Çocuk partisi,13,4,TR/DE,DE
14691,abgerissen,DE,abgerissen,10,4,yıkılmış,8,3,TR,TR
14679,Faranturi-Taner,MIXED,Faranturi-Taner,15,6,Faranturi-Taner,15,6,TR/DE,TR/DE
14692,partei,DE,partei,6,2,parti,5,2,TR,TR/DE
14694,kan,TR,Blut,4,1,kan,3,1,TR,TR/DE
14692,gelir,TR,Einkommen,9,3,gelir,5,2,TR,TR
14698,olarak,TR,Aspekt,6,2,olarak,6,3,TR/DE,DE
14696,olmuş,TR,tot,3,1,olmuş,5,2,DE,DE
14689,defterimize,TR,zu unserem Notizbuch,20,5,defterimize,11,5,TR,TR/DE
14701,Stammtisch,DE,Stammtisch,10,2,Müdavimlerin masası,19,7,DE,DE
14684,bilmedigi,TR,was er nicht weiß,17,1,bilmedigi,9,4,TR,DE
14698,weihnachtsmann,DE,weihnachtsmann,14,3,Noel Baba,9,2,TR,TR
14688,mansetlerle,TR,mit Schlagzeilen,16,3,mansetlerle,11,4,TR,DE
14687,amcaya,TR,zum Onkel,9,2,amcaya,6,3,TR,DE
14687,şiirini,TR,Dein Gedicht,12,2,şiirini,7,3,TR,DE
14692,big,LANG3,groß,4,1,büyük,5,2,DE,DE
14699,hadi,TR,Aufleuchten,11,3,hadi,4,2,TR,TR
14703,yüzünden,TR,Weil,4,1,yüzünden,8,3,DE,DE
14704,zum,DE,zum,3,1,için,4,2,DE,DE
14701,NDR,DE,NDR,3,1,NDR,3,1,TR/DE,TR/DE
14701,katılacak,TR,werde teilnehmen,16,4,katılacak,9,4,TR,TR/DE
14704,olduğunu,TR,Ist,3,1,olduğunu,8,4,DE,DE
14703,ausbildung,DE,ausbildung,10,3,eğitim,6,3,TR,TR/DE
14701,Petra,DE,Petra,5,2,Petra,5,2,TR/DE,TR/DE
14707,opfer,DE,opfer,5,2,kurban,6,2,DE,TR/DE
14710,Gruppe,DE,Gruppe,6,2,grup,4,1,TR,TR
14707,ettin,TR,Das hast du getan,17,2,ettin,5,2,TR,TR/DE
14708,kurulmuş,TR,gegründet,9,3,kurulmuş,8,3,TR,TR/DE
14711,ohne,DE,ohne,4,2,olmadan,7,3,DE,DE
14699,fucker,LANG3,Ficker,6,2,Pezevenk,8,3,DE,DE
14711,basak,TR,Jungfrau,8,2,basak,5,2,TR,TR/DE
14711,kesin,TR,definitiv,9,4,kesin,5,2,TR,TR
14706,planın,TR,Dein Plan,9,1,planın,6,2,TR,DE
14693,kalb,TR,Herz,4,1,kalb,4,1,TR/DE,TR/DE
14712,Evi,TR,Haus,4,1,Evi,3,2,TR,DE
14701,organizasyonunda,TR,in der Organisation,19,5,organizasyonunda,16,7,TR,DE
14701,kanalından,TR,vom Kanal,9,2,kanalından,10,4,DE,DE
14720,şirketinden,TR,von der Firma,13,2,şirketinden,11,4,TR,DE
14720,alkohol,DE,alkohol,7,2,alkol,5,2,TR,TR/DE
14715,Konjuktiv,DE,Konjuktiv,9,3,dilek kipi,10,3,DE,TR/DE
14721,paralel,DE,paralel,7,3,paralel,7,3,TR/DE,TR/DE
14721,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
14722,için,TR,für,3,1,için,4,2,DE,DE
14723,der,DE,der,3,1,the,3,1,TR/DE,TR/DE
14701,Volquardsen'de,MIXED,Volquardsen'de,14,3,Volquardsen'de,14,3,TR/DE,TR/DE
14710,seviniyor,TR,freut sich,10,1,seviniyor,9,4,TR,DE
14708,weihnachtsmarkt,DE,weihnachtsmarkt,15,3,Noel pazarı,11,3,TR,TR/DE
14724,Aufbruch,DE,Aufbruch,8,2,Kalkış,6,2,TR,TR/DE
14726,da,TR,In,2,1,da,2,1,TR/DE,TR/DE
14726,alexanderplatz,DE,alexanderplatz,14,5,Alexanderplatz,14,4,TR/DE,TR
14726,u,DE,u,1,1,sen,3,1,DE,TR/DE
14726,a,TR,A,1,1,a,1,1,TR/DE,TR/DE
14728,negativ,DE,negativ,7,3,negatif,7,3,TR/DE,TR/DE
14727,fotoğrafları,TR,Fotos,5,2,fotoğrafları,12,5,DE,DE
14721,tartisanlar,TR,"diejenigen, die argumentieren",29,8,tartisanlar,11,4,TR,TR
14723,oluyoruz,TR,wir werden,10,2,oluyoruz,8,4,TR,DE
14720,satışını,TR,der Verkauf von,15,2,satışını,8,4,TR,DE
14715,bilmedikleri,TR,was sie nicht wissen,20,2,bilmedikleri,12,5,TR,DE
14718,caiz,TR,zulässig,8,3,caiz,4,1,TR,TR
14730,grüß,DE,grüß,4,1,selamlar,8,3,DE,DE
14721,Gesellschaft'i,MIXED,Gesellschaft'i,14,3,Toplum'i,8,2,TR,TR
14713,Memleket(Heimat,MIXED,Memleket(Heimat,15,4,Memleket(vatan,14,4,TR,TR/DE
14731,ignorieren,DE,ignorieren,10,4,görmezden gelmek,16,4,DE,TR/DE
14730,iyidi,TR,es war gut,10,1,iyidi,5,3,TR,DE
14730,gott,MIXED,Gut,3,1,iyi,3,2,TR/DE,DE
14730,bussi,LANG3,Bus,3,1,otobüs,6,3,DE,DE
14737,Bruder,DE,Bruder,6,2,Erkek kardeş,12,3,DE,DE
14736,başlığı,TR,Titel,5,2,başlığı,7,3,DE,DE
14738,gözümün,TR,mein Auge,9,2,gözümün,7,3,TR,DE
14737,saol,TR,Danke,5,2,saol,4,1,TR,TR
14731,yapardin,TR,du würdest,10,2,yapardin,8,3,TR,DE
14728,yönleri,TR,Aspekte,7,3,yönleri,7,3,TR/DE,TR/DE
14739,efendimiz,TR,unser Herr,10,2,efendimiz,9,4,TR,DE
14740,kölsch,DE,kölsch,6,1,Köln,4,1,TR,TR/DE
14738,fotosu,MIXED,Foto,4,2,fotoğraf,8,3,DE,DE
14736,saldırdı,TR,angegriffen,11,4,saldırdı,8,3,TR,TR
14744,negativ,DE,negativ,7,3,negatif,7,3,TR/DE,TR/DE
14742,Schloss,DE,Schloss,7,1,Kilit,5,2,TR,DE
14740,birası,TR,Bier,4,1,birası,6,3,DE,DE
14746,eine,DE,eine,4,2,bir,3,1,TR,TR
14746,dedi,TR,sagte er,8,2,dedi,4,2,TR,TR/DE
14736,attackiert,DE,attackiert,10,3,saldırıya uğradı,16,6,DE,DE
14744,enerji,TR,Energie,7,3,enerji,6,3,TR,TR/DE
14748,wenn,DE,wenn,4,1,eğer,4,2,TR/DE,DE
14748,yerine,TR,an seiner Stelle,16,3,yerine,6,3,TR,TR/DE
14730,uydu,DE,uydu,4,2,uydu,4,2,TR/DE,TR/DE
14747,ausrede,DE,ausrede,7,3,mazeret,7,3,TR/DE,TR/DE
14724,Derneği'nde,TR,im Verein,9,2,Derneği'nde,11,3,DE,DE
14739,führer,DE,führer,6,2,lider,5,2,TR,TR/DE
14729,Derneği'nin,TR,des Vereins,11,2,Derneği'nin,11,3,TR/DE,DE
14747,bulur,TR,findet,6,2,bulur,5,2,TR,TR/DE
14751,ya,TR,entweder,8,3,ya,2,1,TR,TR
14751,beni,TR,Mich,4,1,beni,4,2,TR/DE,DE
14748,während,DE,während,7,2,sırasında,9,4,DE,DE
14751,çok,TR,Eine Menge,10,3,çok,3,1,TR,TR
14749,alternativ,DE,alternativ,10,4,alternatif olarak,17,6,DE,DE
14751,hacı,TR,Pilger,6,2,hacı,4,2,TR,TR/DE
14751,verrückt,DE,verrückt,8,2,deli,4,2,TR,TR/DE
14750,seçim,TR,Abstimmung,10,3,seçim,5,2,TR,TR
14749,lazimdir,TR,es ist notwendig,16,3,lazimdir,8,3,TR,TR/DE
14743,yayımlanan,TR,veröffentlicht,14,4,yayımlanan,10,4,TR,TR/DE
14753,çalışanı,TR,Mitarbeiter,11,4,çalışanı,8,4,TR,TR/DE
14751,traurigim,MIXED,traurigim,9,3,sadim,5,2,TR,TR
14745,demeseler,TR,wenn sie es nicht sagen,23,2,demeseler,9,4,TR,DE
14748,yazsam,TR,wenn ich schreibe,17,2,yazsam,6,2,TR,TR/DE
14752,sayfasının,TR,der Seite,9,2,sayfasının,10,4,DE,DE
14753,haberine,TR,zu den Nachrichten,18,3,haberine,8,4,TR,DE
14753,euro,DE,euro,4,2,euro,4,2,TR/DE,TR/DE
14754,verdi,TR,gab,3,1,verdi,5,2,DE,DE
14753,Markus,DE,Markus,6,2,İşaret,6,3,TR/DE,DE
14756,gibi,TR,wie,3,1,gibi,4,2,DE,DE
14750,Zeitung'dan,MIXED,Aus der Zeitung,15,2,Zeitung'dan,11,2,TR,TR/DE
14754,sowohl,DE,sowohl,6,2,birlikte,8,3,DE,DE
14754,istedik,TR,wir wollten,11,2,istedik,7,3,TR,DE
14758,warum,DE,warum,5,2,Neden,5,2,TR/DE,TR/DE
14760,garantie,DE,garantie,8,3,garanti,7,3,TR,TR/DE
14754,entweder,DE,entweder,8,3,herhangi biri,13,4,DE,DE
14756,logik,DE,logik,5,2,mantık,6,2,DE,TR/DE
14755,Kardeş,TR,Bruder,6,2,Kardeş,6,2,TR/DE,TR/DE
14761,mein,DE,mein,4,1,Benim,5,2,DE,DE
14757,Edelstahl,DE,Edelstahl,9,3,paslanmaz çelik,15,4,DE,DE
14763,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
14763,bis,DE,bis,3,1,değin,5,2,DE,DE
14763,ama,TR,Aber,4,2,ama,3,2,TR,TR/DE
14763,hab,DE,hab,3,1,sahip olmak,11,3,DE,DE
14757,yönetim,TR,Management,10,4,yönetim,7,3,TR,TR
14753,Zeitung'un,MIXED,Zeitung'un,10,2,Zeitung'un,10,2,TR/DE,TR/DE
14765,insallah,TR,hoffentlich,11,3,insallah,8,3,TR,TR/DE
14766,Stiftung,DE,Stiftung,8,2,Temel,5,2,TR,TR/DE
14743,online'da,MIXED,im Internet,11,3,online'da,9,3,TR,TR/DE
14766,Eğitim,TR,Ausbildung,10,3,Eğitim,6,3,TR,TR/DE
14760,theorie,DE,theorie,7,2,teori,5,2,TR,TR/DE
14767,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
14753,BND,LANG3,BND,3,1,BND,3,1,TR/DE,TR/DE
14766,yıllık,TR,jährlich,8,2,yıllık,6,2,TR,TR/DE
14769,ich,DE,ich,3,1,BEN,3,1,TR/DE,TR/DE
14767,yarın,TR,morgen,6,2,yarın,5,2,TR,TR/DE
14767,Plakat,DE,Plakat,6,2,poster,6,2,TR/DE,TR/DE
14766,Berlin,DE,Berlin,6,2,Berlin,6,2,TR/DE,TR/DE
14767,verilecek,TR,wird gegeben,12,3,verilecek,9,4,TR,DE
14763,semester,DE,semester,8,3,dönem,5,2,TR,TR
14769,derim,TR,Ich sage,8,2,derim,5,2,TR,TR/DE
14771,de,TR,Auch,4,1,de,2,1,TR,TR/DE
14770,hayalleri,TR,Träume,6,2,hayalleri,9,4,DE,DE
14770,master,DE,master,6,2,usta,4,2,TR,TR/DE
14774,de,TR,Auch,4,1,de,2,1,TR,TR/DE
14774,Das,DE,Das,3,1,,0,0,TR,TR
14774,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
14760,yapcam,TR,Ich werde es tun,16,2,yapcam,6,2,TR,TR/DE
14760,yapcam,TR,Ich werde es tun,16,2,yapcam,6,2,TR,TR/DE
14764,diyelim,TR,sagen wir mal,13,2,diyelim,7,3,TR,DE
14770,WAS,DE,WAS,3,1,NE,2,1,TR,TR/DE
14775,köpek,TR,Hund,4,1,köpek,5,2,DE,DE
14776,Freunde,DE,Freunde,7,2,Arkadaşlar,10,4,DE,DE
14777,Fans,DE,Fans,4,1,hayranlar,9,3,DE,DE
14779,fotoğraflarımızı,TR,unsere Fotos,12,4,fotoğraflarımızı,16,7,DE,DE
14779,bulabilirsiniz,TR,Sie können finden,17,3,bulabilirsiniz,14,6,TR,DE
14780,erişebilirsiniz,TR,Sie können darauf zugreifen,27,5,erişebilirsiniz,15,7,TR,DE
14781,auf,DE,auf,3,1,Açık,4,2,DE,DE
14770,RAMMSTEIN,DE,RAMMSTEIN,9,2,RAMMSTEIN,9,2,TR/DE,TR/DE
14783,ignorieren,DE,ignorieren,10,4,görmezden gelmek,16,4,DE,TR/DE
14783,edeceksin,TR,Du wirst,8,1,edeceksin,9,4,DE,DE
14770,BİLMİYO,TR,WEIß ES NICHT,13,1,BİLMİYO,7,2,TR,DE
14772,övdüğü,TR,gelobt,6,2,övdüğü,6,3,TR/DE,DE
14785,geliyo,TR,ich komme,9,2,geliyo,6,3,TR,DE
14785,ferien,DE,ferien,6,2,tatiller,8,3,DE,DE
14753,karşılığında,TR,im Gegenzug,11,3,karşılığında,12,5,DE,DE
14787,şöyle,TR,So was,6,1,şöyle,5,2,TR,DE
14779,linkte,MIXED,im Link,7,1,linkte,6,2,TR,DE
14775,Hund(rengarenk,MIXED,Hund(bunt,9,1,Hund(rengarenk,14,3,DE,DE
14780,linkten,MIXED,aus dem Link,12,1,linkten,7,2,TR,DE
14789,ihr,DE,ihr,3,1,o,1,1,TR,TR/DE
14789,yaz,TR,Sommer,6,2,yaz,3,1,TR,TR
14788,katılım,TR,Teilnahme,9,3,katılım,7,3,TR,TR/DE
14772,Brahms'ı,MIXED,Brahms,6,1,Brahms'ı,8,1,DE,TR/DE
14791,karşı,TR,Gegenteil,9,3,karşı,5,2,TR,TR
14789,genommen,DE,genommen,8,3,alınmış,7,3,TR,TR/DE
14784,dağıtıyorlar,TR,sie verteilen,13,3,dağıtıyorlar,12,5,TR,DE
14791,Demokratische,DE,Demokratische,13,5,Demokratik,10,4,TR,TR
14786,marketlere,TR,zu Märkten,10,2,marketlere,10,4,TR/DE,DE
14793,bile,TR,sogar,5,2,bile,4,2,TR,TR/DE
14789,hem,TR,beide,5,2,hem,3,1,TR,TR
14782,etkinliğimize,TR,zu unserer Veranstaltung,24,6,etkinliğimize,13,6,TR,TR/DE
14780,fotoğraflarımıza,TR,zu unseren Fotos,16,4,fotoğraflarımıza,16,7,TR/DE,DE
14792,Weihnachten,DE,Weihnachten,11,3,Noel,4,1,TR,TR
14792,kutladı,TR,gefeiert,8,2,kutladı,7,3,TR,DE
14795,Museum'u,MIXED,Museum'u,8,2,Müze'u,6,2,TR,TR/DE
14793,frohe,DE,frohe,5,1,mutlu,5,2,TR/DE,DE
14794,hintergrund,DE,hintergrund,11,3,arka plan,9,2,TR,TR
14798,diye,TR,Sprichwort,10,2,diye,4,2,TR,TR/DE
14794,foto,DE,foto,4,2,fotoğraf,8,3,DE,DE
14795,mutlaka,TR,definitiv,9,4,mutlaka,7,3,TR,TR
14797,olmus,TR,tot,3,1,olmus,5,2,DE,DE
14799,uzak,TR,weit,4,1,uzak,4,2,TR/DE,DE
14799,wochenende,DE,wochenende,10,4,hafta sonu,10,3,TR/DE,TR
14801,ye,TR,essen,5,2,ye,2,1,TR,TR
14802,Kopie,DE,Kopie,5,2,kopyala,7,3,DE,DE
14801,profi,DE,profi,5,2,profesyonel,11,4,DE,DE
14802,yazi,TR,Schreiben,9,2,yazi,4,2,TR,TR/DE
14790,prüfüngu,MIXED,prüfen,6,2,test,4,1,TR,TR
14804,kopie,DE,kopie,5,2,kopyala,7,3,DE,DE
14804,kağıtları,TR,Papiere,7,3,kağıtları,9,4,DE,DE
14790,falanmi,TR,Ist es so und so?,17,1,falanmi,7,3,TR,DE
14805,da,TR,In,2,1,da,2,1,TR/DE,TR/DE
14803,Kopie,DE,Kopie,5,2,kopyala,7,3,DE,DE
14795,Deutsches,DE,Deutsches,9,2,Almanca,7,3,TR,DE
14787,berlin'de,MIXED,berlin'de,9,2,Berlin'de,9,2,TR/DE,TR/DE
14805,konuşmuş,TR,Speiche,7,2,konuşmuş,8,3,DE,DE
14807,gehört,DE,gehört,6,1,duyulmuş,8,3,DE,DE
14806,doğrusu,TR,Genau genommen,14,4,doğrusu,7,3,TR,TR
14810,ve,TR,Und,3,1,ve,2,1,TR,TR/DE
14807,deyip,TR,Sprichwort,10,2,deyip,5,2,TR,TR/DE
14794,filan,TR,so und so,9,1,filan,5,2,TR,DE
14807,abstimmen,DE,abstimmen,9,3,oy,2,1,TR,TR
14807,Islam,TR,Islam,5,2,Islam,5,2,TR/DE,TR/DE
14809,viel,DE,viel,4,1,fazla,5,2,DE,DE
14794,olcakmış,TR,es wird passieren,17,3,olcakmış,8,3,TR,TR/DE
14813,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
14810,başlıkları,TR,Titel,5,2,başlıkları,10,4,DE,DE
14811,futbolcu,TR,Fußballer,9,3,futbolcu,8,3,TR,TR/DE
14814,ismi,TR,Name,4,2,ismi,4,2,TR/DE,TR/DE
14816,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
14813,Kaffee,DE,Kaffee,6,2,Kahve,5,2,TR,TR/DE
14817,alles,DE,alles,5,2,her şey,7,1,DE,TR
14817,eve,TR,heim,4,1,eve,3,2,TR,DE
14818,derken,TR,während ich sage,16,3,derken,6,2,TR,TR
14815,zentrum,DE,zentrum,7,2,merkez,6,2,TR,TR/DE
14815,köprüsü,TR,Brücke,6,2,köprüsü,7,3,DE,DE
14820,bruder,DE,bruder,6,2,Erkek kardeş,12,3,DE,DE
14822,Fleisch,DE,Fleisch,7,1,Et,2,1,TR,TR/DE
14822,anlar,TR,Momente,7,3,anlar,5,2,TR,TR
14823,bağımlı,TR,abhängig,8,3,bağımlı,7,3,TR,TR/DE
14812,Süddeutsche,DE,Süddeutsche,11,3,Güney Almanlar,14,4,DE,DE
14805,Allgemeine'ye,MIXED,Allgemeine'ye,13,4,Allgemeine'ye,13,4,TR/DE,TR/DE
14823,illuminata,MIXED,beleuchtet,10,3,aydınlatılmış,13,5,DE,DE
14805,Frankfurter,DE,Frankfurter,11,3,Frankfurter,11,3,TR/DE,TR/DE
14827,fotoları,TR,Fotos,5,2,fotoları,8,4,DE,DE
14828,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
14813,kilisesinin,TR,der Kirche,10,2,kilisesinin,11,5,DE,DE
14830,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
14822,Helal,TR,Halal,5,2,Helal,5,2,TR/DE,TR/DE
14816,şaade,DE,şaade,5,2,Şaade,5,2,TR/DE,TR/DE
14830,folgen,DE,folgen,6,2,sonuçlar,8,3,DE,DE
14828,gesamt,DE,gesamt,6,2,toplamda,8,3,DE,DE
14810,Spiegel'in,MIXED,Spiegel'in,10,2,Spiegel'in,10,2,TR/DE,TR/DE
14831,dedigin,TR,was du gesagt hast,18,2,dedigin,7,3,TR,DE
14831,klinikum,DE,klinikum,8,3,hastane,7,3,TR,TR/DE
14827,penner,DE,penner,6,2,serseri,7,3,DE,DE
14833,Fußball,DE,Fußball,7,2,futbol,6,2,TR,TR/DE
14832,yaptiysam,TR,wenn ich es täte,16,2,yaptiysam,9,3,TR,DE
14825,saçmalıklar,TR,Unsinn,6,2,saçmalıklar,11,4,DE,DE
14831,deseydin,TR,wenn du es sagst,16,1,deseydin,8,3,TR,DE
14835,nin,TR,von,3,1,nin,3,1,TR/DE,TR/DE
14835,eistee,DE,eistee,6,2,buzlu çay,9,2,DE,TR/DE
14803,kagida,TR,auf Papier,10,2,kagida,6,3,TR,DE
14828,dha,TR,Dha,3,1,dha,3,1,TR/DE,TR/DE
14836,olacak,TR,wird sein,9,1,olacak,6,3,TR,DE
14836,fiyasko,TR,Fiasko,6,2,fiyasko,7,3,DE,DE
14835,alinan,TR,erhalten,8,3,alinan,6,3,TR,TR/DE
14838,yine,TR,wieder,6,2,yine,4,2,TR,TR/DE
14836,produktion,DE,produktion,10,3,üretme,6,3,TR,TR/DE
14838,verlassen,DE,verlassen,9,3,ayrılmak,8,3,TR,TR/DE
14838,gibi,TR,wie,3,1,gibi,4,2,DE,DE
14838,yine,TR,wieder,6,2,yine,4,2,TR,TR/DE
14838,Scheiße,DE,Scheiße,7,2,bok,3,1,TR,TR
14838,düşer,TR,fällt,5,1,düşer,5,2,TR/DE,DE
14838,çekmek,TR,ziehen,6,2,çekmek,6,2,TR/DE,TR/DE
14837,Cup,LANG3,Tasse,5,2,Bardak,6,2,DE,TR/DE
14842,ARTiKEL,DE,ARTiKEL,7,3,Madde,5,2,TR,TR
14832,ohrwurm,DE,ohrwurm,7,2,kulağakaçan,11,5,DE,DE
14834,André,LANG3,André,5,1,André,5,1,TR/DE,TR/DE
14845,sordum,TR,Ich fragte,10,2,sordum,6,2,TR,TR/DE
14845,kopie,DE,kopie,5,2,kopyala,7,3,DE,DE
14843,extrem,DE,extrem,6,2,aşırı,5,3,TR,DE
14846,türkische,DE,türkische,9,3,Türkçe,6,2,TR,TR
14846,dedik,TR,sagten wir,10,2,dedik,5,2,TR,TR/DE
14844,arbeiten,MIXED,arbeiten,8,3,iş,2,1,TR,TR
14833,klübü,TR,Verein,6,2,klübü,5,2,TR,TR/DE
14849,üyesi,TR,Mitglied,8,2,üyesi,5,3,TR,DE
14836,#SurvivorAllStar,LANG3,#SurvivorAllStar,16,5,#SurvivorAllStar,16,5,TR/DE,TR/DE
14834,Eminger'in,MIXED,Eminger'in,10,3,Eminger'in,10,3,TR/DE,TR/DE
14853,sondern,DE,sondern,7,2,yerine,6,3,TR,DE
14854,für,DE,für,3,1,için,4,2,DE,DE
14843,koşulları,TR,Bedingungen,11,4,koşulları,9,4,TR,TR/DE
14855,kere,TR,mal,3,1,kere,4,2,DE,DE
14842,LERiNDEN,TR,VON DORT,8,1,LERiNDEN,8,3,TR/DE,DE
14834,kurucularından,TR,einer der Gründer,17,3,kurucularından,14,6,TR,DE
14857,fünf,DE,fünf,4,1,beş,3,1,TR,TR/DE
14837,turnuvasında,TR,im Turnier,10,2,turnuvasında,12,5,DE,DE
14856,olunca,TR,Wann,4,1,olunca,6,3,DE,DE
14860,posten,DE,posten,6,2,postalamak,10,4,DE,DE
14853,afyet,TR,Appetit,7,3,afyet,5,2,TR,TR
14861,hep,TR,stets,5,1,hep,3,1,TR,TR/DE
14857,kacti,TR,rannte weg,10,2,kacti,5,2,TR,TR/DE
14853,afferdersin,TR,Entschuldigung,14,4,afferdersin,11,4,TR,TR/DE
14845,lenip,TR,angepisst,9,3,lenip,5,2,TR,TR
14849,Dt-Tr,DE,Dt-Tr,5,2,Dt-Tr,5,2,TR/DE,TR/DE
14861,oluyo,TR,es passiert,11,2,oluyo,5,3,TR,DE
14861,Eichhörnchen,DE,Eichhörnchen,12,3,Sincap,6,2,TR,TR
14855,tüküreyim,TR,lass mich spucken,17,2,tüküreyim,9,4,TR,DE
14855,streikiniza,MIXED,schlagen,8,2,çarpmak,7,2,TR,TR/DE
14863,oturumu,TR,Sitzung,7,2,oturumu,7,4,TR/DE,DE
14863,Heilbronn,DE,Heilbronn,9,2,Heilbronn,9,2,TR/DE,TR/DE
14863,salonunda,TR,in der Halle,12,2,salonunda,9,4,TR,DE
14864,hoffen,DE,hoffen,6,2,umut,4,2,TR,TR/DE
14867,değil,TR,nicht,5,1,değil,5,2,TR/DE,DE
14867,orgasmus,DE,orgasmus,8,3,orgazm,6,2,TR,TR
14861,alüyo,TR,Alyo,4,2,alüyo,5,3,DE,DE
14867,projesi,TR,Projekt,7,2,projesi,7,3,TR/DE,DE
14863,yakınında,TR,nahe,4,1,yakınında,9,4,DE,DE
14869,derler,TR,sagen sie,9,2,derler,6,2,TR,TR/DE
14870,uygulamak,TR,bewerben,8,3,uygulamak,9,4,DE,DE
14869,kartoffel,DE,kartoffel,9,3,patates,7,3,TR,TR/DE
14865,aba,DE,aba,3,2,aba,3,2,TR/DE,TR/DE
14866,fleischfressende,DE,fleischfressende,16,4,etobur olanlar,14,5,TR,DE
14861,Dreieckflagge,DE,Dreieckflagge,13,3,Üçgen bayrağı,13,4,TR/DE,DE
14863,SontheimerBrücke,DE,SontheimerBrücke,16,5,Sontheimer Köprüsü,18,5,DE,TR/DE
14854,#homoclash,LANG3,#homoclash,10,3,#homoclash,10,3,TR/DE,TR/DE
14872,uygulamaları,TR,Anwendungen,11,4,uygulamaları,12,6,DE,DE
14860,ediyooon,TR,Ediyooon,8,2,ediyooon,8,3,TR/DE,DE
14872,iOS,LANG3,iOS,3,1,iOS,3,1,TR/DE,TR/DE
14873,wer,DE,wer,3,1,DSÖ,3,1,TR/DE,TR/DE
14873,Deutsche,DE,Deutsche,8,2,Almanca,7,3,TR,DE
14874,vardır,TR,Es gibt,7,1,vardır,6,2,TR,DE
14861,doçlantta,MIXED,beim Associate,14,4,doçlantta,9,3,TR,TR
14873,İstambul,TR,Istanbul,8,3,İstambul,8,3,TR/DE,TR/DE
14875,değil,TR,nicht,5,1,değil,5,2,TR/DE,DE
14876,kere,TR,mal,3,1,kere,4,2,DE,DE
14877,hiç,TR,keiner,6,2,hiç,3,1,TR,TR
14872,tanışıp,TR,treffen,7,2,tanışıp,7,3,TR/DE,DE
14875,tätig,DE,tätig,5,2,çalışan,7,3,DE,DE
14878,patates,TR,Kartoffeln,10,3,patates,7,3,TR,TR/DE
14878,chips,DE,chips,5,1,cips,4,1,TR,TR/DE
14878,pommes,DE,pommes,6,2,patates kızartması,18,6,DE,DE
14868,tribünündeki,TR,auf der Tribüne,15,3,tribünündeki,12,5,TR,DE
14881,mi,TR,Ist es,6,1,mi,2,1,TR,TR/DE
14882,die,DE,die,3,1,the,3,1,TR/DE,TR/DE
14871,soygununa,TR,zum Raub,8,1,soygununa,9,4,DE,DE
14874,ÖSTERREICHISCHES,DE,ÖSTERREICHISCHES,16,5,AVUSTURYA,9,4,TR,TR
14872,punkte,DE,punkte,6,2,puan,4,1,TR,TR
14871,Sparkasse,DE,Sparkasse,9,3,Tasarruf Bankası,16,5,DE,DE
